"PROVIDER_NAME","PROVIDER_NUMBER","PROVIDER_STREET","PROVIDER_CITY","PROVIDER_COUNTY","PROVIDER_STATE","PROVIDER_ZIP_CODE","PROVIDER_ZIP_CODE_PLUS_4","PROGRAM_NAME","PROGRAM_NUMBER","PROGRAM_COUNTY","PROGRAM_STREET_ADDRESS","PROGRAM_CITY","PROGRAM_STATE","PROGRAM_ZIP_CODE","PROGRAM_ZIP_CODE_PLUS_4","PROGRAM_DIRECTOR","PROGRAM_DIRECTOR_EMAIL","PROGRAM_DIRECTOR_TELEPHONE","PROGRAM_DIRECTOR_PHONE_EXTENSION","PROGRAM_TYPE","SERVICE_TYPE","ADMISSION_PHONE","ADMISSION_PHONE_EXT","TELEHEALTH_SERVICES","ADOLESCENT_DESIGNATION","PROBLEM_GAMBLING","INTEGRATED_LICENSE_SERVICE","PARENTS_WITH_CHILDREN","LGBTQ_ENDORSEMNT","ADDITIONAL_LOCATION_STREET","ADDITIONAL_LOCATION_CITY","ADDITIONAL_LOCATION_ZIP","ADDITIONAL_LOCATION_COUNTYNAME"
"Arms Acres, Inc.","32412","75 Seminary Hill Rd","Carmel","Putnam","NY","10512","1921","Arms Acres, Inc. OP","7248","Queens","90-02 161st St","Jamaica","NY","11432","6108","Ms. Reama Seeram","rseeram@libertymgt.com","7185201513","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Bleuler Psychotherapy Center, Inc.","15300","104-70 Queens Boulevard","Forest Hills","Queens","NY","11375","3694","Bleuler CD Recovery Services OP","52521","Queens","104-70 Queens Blvd","Forest Hills","NY","11375","","Ms. Zory Went LCSW","Abigail.Rodriguez@bleulerpc.org","7182756010","","Outpatient Services","Outpatient Clinic","7182756010","","Y","","","OMH Hosted","","","","","",""
"Camelot of Staten Island, Inc.","12030","4442 Arthur Kill Rd","Staten Island","Richmond","NY","10309","1321","Camelot of Staten Island, Inc. OP 1","5594","Queens","175-15 Rockaway Blvd","Jamaica","NY","11434","5503","Mr. Logan Lewis","llewis@camelotcounseling.com","7186323275","","Outpatient Services","Outpatient Clinic","7185424127","","Y","","","","","","730 Kelly Street","Bronx","10455","Bronx"
"Camelot of Staten Island, Inc.","12030","4442 Arthur Kill Rd","Staten Island","Richmond","NY","10309","1321","Camelot of Staten Island, Inc. OP 1","5594","Queens","175-15 Rockaway Blvd","Jamaica","NY","11434","5503","Mr. Logan Lewis","llewis@camelotcounseling.com","7186323275","","Outpatient Services","Outpatient Clinic","7185424127","","Y","","","","","","946 East 211th Street","Bronx","10469","Bronx"
"Camelot of Staten Island, Inc.","12030","4442 Arthur Kill Rd","Staten Island","Richmond","NY","10309","1321","Camelot of Staten Island, Inc. OP 1","5594","Queens","175-15 Rockaway Blvd","Jamaica","NY","11434","5503","Mr. Logan Lewis","llewis@camelotcounseling.com","7186323275","","Outpatient Services","Outpatient Clinic","7185424127","","Y","","","","","","1600 Randall Avenue","Bronx","10473","Bronx"
"Camelot of Staten Island, Inc.","12030","4442 Arthur Kill Rd","Staten Island","Richmond","NY","10309","1321","Camelot of Staten Island, Inc. OP 1","5594","Queens","175-15 Rockaway Blvd","Jamaica","NY","11434","5503","Mr. Logan Lewis","llewis@camelotcounseling.com","7186323275","","Outpatient Services","Outpatient Clinic","7185424127","","Y","","","","","","521 West 49th Street","New York","10019","New York"
"Child Center of NY, Inc.","18000","118-35 Queens Blvd","Forest Hills","Queens","NY","11375","7200","Child Center of NY, Inc. OP","51686","Queens","140-15B Sanford Ave","Flushing","NY","11355","","Ms. Elaine Schechtel LCSW","elaineschechtel@childcenterny.org","7183588288","","Outpatient Services","Outpatient Clinic","7183588288","","Y","","","OMH Hosted","","","43-08 52nd Street","Woodside","11377","Queens"
"Child Center of NY, Inc.","18000","118-35 Queens Blvd","Forest Hills","Queens","NY","11375","7200","Jamaica Family Center-CD OP","6308","Queens","163-18 Jamaica Ave","Jamaica","NY","11432","","Ms. Julia Floyd","juliafloyd@childcenterny.org","7182978000","","Outpatient Services","Outpatient Clinic","7182978000","","Y","","","OMH Hosted","","","","","",""
"Counseling Service of E.D.N.Y., Inc.","80","175 Remsen St","Brooklyn","Kings","NY","11201","4333","Counseling Service of E.D.N.Y. OP 1","52083","Queens","163-18 Jamaica Ave","Jamaica","NY","11432","4901","Dr. Arthur Hodge MD","arthur.hodge@csedny.org","7186580010","","Outpatient Services","Outpatient Clinic","7186580010","","Y","","","","","","","","",""
"Creedmoor Addiction Treatment Center","90009","80-45 Winchester Boulevard","Queens Village","Queens","NY","11427","2194","Creedmoor ATC SRh","53203","Queens","80-45 Winchester Blvd","Queens Village","NY","11427","","Ms. Tabatha Cotto","Tabatha.Cotto@oasas.ny.gov","7182643743","","Residential Services","820 Stabil and Rehab","","","Y","","","","","","","","",""
"Elmcor Youth and Adult Activities, Inc","114","107-20 Northern Blvd","Corona","Queens","NY","11368","1236","Elmcor Youth & Adult Activities IR","1283","Queens","107-06 Northern Blvd.","Corona","NY","11368","","Ms. Denielle Francis LMSW","d.francis@elmcor.org","7186510096","204","Residential Services","Intensive Residential","7186510096","212","Y","","","","","","","","",""
"Elmcor Youth and Adult Activities, Inc","114","107-20 Northern Blvd","Corona","Queens","NY","11368","1236","Elmcor Youth & Adult Activities OP","458","Queens","107-20 Northern Blvd","Corona","NY","11368","1236","Ms. Noreen Etienne","n.etienne@elmcor.org","7186510096","205","Outpatient Services","Outpatient Clinic","7186510096","205","Y","Y","","","","","","","",""
"Elmhurst Hospital Center (HHC)","87040","79-01 Broadway","Elmhurst","Queens","NY","11373","","Elmhurst Hospital Center (HHC) OTP","320","Queens","79-01 Broadway","Elmhurst","NY","11373","","Mr. Tyrone Rodman","rodmant1@nychhc.org","7183343346","","Outpatient Services","Opioid Outpatient Treatment","7183343197","","Y","","","","","","","","",""
"Elmhurst Hospital Center (HHC)","87040","79-01 Broadway","Elmhurst","Queens","NY","11373","","Elmhurst Hospital OP","50223","Queens","79-01 Broadway","Elmhurst","NY","11373","","Mr. Tyrone Rodman","rodmant1@nychhc.org","7183343346","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Flushing Hospital and Medical Center","82070","4500 Parsons Blvd","Flushing","Queens","NY","11355","2205","Flushing Hospital and Medical Ctr. MMD","51644","Queens","4500 Parsons Blvd","Flushing","NY","11355","2205","Dr. Ira Frankel PhD","ifrankel.flushing@jhmc.org","7186704416","","Crisis Services","Medical Managed Detoxification","7186704544","","","","","","","","","","",""
"Flushing Hospital and Medical Center","82070","4500 Parsons Blvd","Flushing","Queens","NY","11355","2205","Reflections OP","51827","Queens","4500 Parsons Blvd","Flushing","NY","11355","","Dr. Ira Frankel PhD","ifrankel.flushing@jhmc.org","7186704416","","Outpatient Services","Outpatient Clinic","7186705078","","Y","","","Primary Care","","","","","",""
"Fortune Society, Inc.","1523","29-76 Northern Boulevard","Long Island City","Queens","NY","11101","2822","Fortune Society OP","6287","Queens","29-76 Northern Blvd","Long Island City","NY","11101","2822","Ms. Elizabeth Christy","echristy@fortunesociety.org","3475103442","","Outpatient Services","Outpatient Clinic","3475103669","","Y","","","","","","625 West 140th Street","New York","10031","New York"
"Long Island Consultation Center, Inc.","16190","91-31 Queens Blvd","Elmhurst","Queens","NY","11373","5511","Long Island Consultation Center OP","50330","Queens","91-31 Queens Blvd","Elmhurst","NY","11373","","Mrs. Christina Clemente LCSW","cclemente@liccnyc.org","7188963400","118","Outpatient Services","Outpatient Clinic","7188963400","124","Y","","","","","","","","",""
"Long Island Jewish Medical Center","85210","75-59 263rd St","Glen Oaks","Queens","NY","11004","","Long Island Jewish Medical Center OP","3089","Queens","75-59 263rd St","Glen Oaks","NY","11004","1150","Ms. Heather Hugelmeyer LCSW","hdoughty@northwell.edu","5164704283","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Long Island Jewish Medical Center","85210","75-59 263rd St","Glen Oaks","Queens","NY","11004","","Long Island Jewish Medical Center OP1","50021","Queens","1600 Central Ave","Far Rockaway","NY","11691","","Ms. Gail Harris LCSW","gharrismul@northwell.edu","7188681400","12331","Outpatient Services","Outpatient Clinic","7188681400","12333","Y","","","","","","","","",""
"Long Island Jewish Medical Center","85210","75-59 263rd St","Glen Oaks","Queens","NY","11004","","Long Island Jewish Medical Center OTP","307","Queens","75-59 263rd St","Glen Oaks","NY","11004","1150","Ms. Patricia Hincken","phincken@northwell.edu","7184708944","","Outpatient Services","Opioid Outpatient Treatment","","","Y","","","","","","","","",""
"Medical Arts Sanitarium, Inc.","81770","159-05 Union Tpke","Fresh Meadows","Queens","NY","11366","1950","Cornerstone of Medical Arts Center IP","51379","Queens","159-05 Union Tpke","Fresh Meadows","NY","11366","","Mr. Thomas Labarca CASAC","tlabarca@cornerstoneny.com","7189066700","3078","Inpatient Treatment Services","Inpatient Rehabilitation","7189066700","3108","Y","","","","","","","","",""
"Medical Arts Sanitarium, Inc.","81770","159-05 Union Tpke","Fresh Meadows","Queens","NY","11366","1950","Cornerstone of Medical Arts Ctr MSW IP","9","Queens","159-05 Union Tpke","Fresh Meadows","NY","11366","","Mr. Thomas Labarca CASAC","tlabarca@cornerstoneny.com","7189066700","3078","Crisis Services","Med Sup Withdrawal - Inpatient","7189066700","3108","Y","","","","","","","","",""
"Mental Health Providers/Western Queens","16140","40-23 62nd St","Woodside","Queens","NY","11377","4962","MH Providers of Western Queens OP","51264","Queens","62-07 Woodside Ave","Woodside","NY","11377","3576","Mrs. Sarah Stanton","sstanton@wqrs.org","7188985085","","Outpatient Services","Outpatient Clinic","7188985085","","Y","","","","","","","","",""
"New Day Treatment Center LLC","52770","1050 Beach 21st St","Far Rockaway","Queens","NY","11691","3305","New Day Treatment Center LLC OP","53750","Queens","1050 Beach 21st St","Far Rockaway","NY","11691","","Mrs. Gloria Lewis","glewis@newdaytreatment.org","3478353250","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"New York City Department of Police","28880","59-17 Junction Blvd","Queens","New York","NY","11368","","NYC Department of Police OP","52068","Queens","1 Lefrak City Plz","Corona","NY","11368","","Dr. Tremaine Sayles","tremaine.sayles@nypd.org","7187605726","","Outpatient Services","Outpatient Clinic","","","","","","","","","","","",""
"New York Therapeutic Communities, Inc.","587","266 W 37th St","New York","New York","NY","10018","","NY Therapeutic Communities, Inc. OP","52057","Queens","162-24 Jamaica Ave","Jamaica","NY","11432","4910","Mr. Barry Ackerman CASAC","backerman@staynout.org","7186572021","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Outreach Development Corporation","31360","117-11 Myrtle Ave","Richmond Hill","Queens","NY","11418","1751","Outreach Development Corp. RRSY 1","53003","Queens","16-14 Weirfield St","Ridgewood","NY","11385","","Mr. Melvin Swain","melvinswain@opiny.org","7184567820","","Residential Services","Residential Rehab for Youth","7184567820","","","","","","","","","","",""
"Outreach Development Corporation","31360","117-11 Myrtle Ave","Richmond Hill","Queens","NY","11418","1751","The Outreach Project OCCBHC","53954","Queens","117-11 Myrtle Ave","Richmond Hill","NY","11418","","Mr. Bobby Staley LCSW","bobbystaley@opiny.org","7188479233","","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","Y","","","Mental Health","","","","","",""
"Phoenix Houses of Long Island, Inc.","50570","34-25 Vernon Blvd","Long Island City","Queens","NY","11106","","Parkside Outpatient Program","53318","Queens","34-11 Vernon Blvd","Long Island City","NY","11106","","Ms. Katrina Hunter","khunter@phoenixhouseny.org","3478869556","","Outpatient Services","Outpatient Clinic","3478869556","","Y","","","","","","","","",""
"Phoenix Houses of Long Island, Inc.","50570","34-25 Vernon Blvd","Long Island City","Queens","NY","11106","","Phoenix Houses of Long Island SRR","53073","Queens","34-25 Vernon Blvd","Long Island City","NY","11106","","Mr. Vincenzo Panico","vpanico@phoenixhouseny.org","9174840434","","Residential Services","820 Stabil Rehab Reintegration","8448151508","","Y","","","","","","","","",""
"Platinum Recovery Center","52170","712 Beach 20th St","Far Rockaway","Queens","NY","11691","","Platinum Recovery Center OTP","53881","Queens","712 Beach 20th St","Far Rockaway","NY","11691","","Jamie Schwartz","jschwartz@pltnmrcvry.com","7184710200","","Outpatient Services","Opioid Outpatient Treatment","","","","","","","","","","","",""
"Queens Hospital Center","87060","82-68 164th St","Jamaica","Queens","NY","11432","1121","Comprehensive CD Program OP","51908","Queens","82-50 164th St","Jamaica","NY","11432","","Ms. Jacqueline D Rodriguez LCSW","rodrigjc@nychhc.org","7188834170","","Outpatient Services","Outpatient Clinic","7188834170","","Y","","","","","","","","",""
"Queens Village Committee for MH/J-CAP","31340","116-30 Sutphin Blvd","Jamaica","Queens","NY","11413","","Queens Village Committee  MH/J-CAP IR","1256","Queens","116-30 Sutphin Blvd","Jamaica","NY","11434","","Miss Ana Garcia","agarcia@promesa.org","7183222500","658","Residential Services","Intensive Residential","","","","","","","","","","","",""
"Reality House Inc.","19660","8-13 Astoria Blvd","Astoria","Queens","NY","11102","4028","Reality House, Inc. OP","52219","Queens","31-75 23rd St","Astoria","NY","11106","","Mr. Terrence Reid CASAC","treid@rhiny.org","2122816004","413","Outpatient Services","Outpatient Clinic","2122816004","413","Y","","","","","","8-13 Astoria Boulevard","Astoria","11102","Queens"
"Reality House Inc.","19660","8-13 Astoria Blvd","Astoria","Queens","NY","11102","4028","RHI Cmnty/Veterans BehavralHlthCare RR","53634","Queens","8-13 Astoria Blvd","Astoria","NY","11102","","Mrs. Remi Latei CASAC","RLatei@rhiny.org","2122816004","415","Residential Services","820 Rehab and Reintegration","2122816004","415","Y","","","","","","","","",""
"Rego Park Counseling LLC","51310","6336 99th St","Rego Park","Queens","NY","11374","","Rego Park Counseling LLC OP","53489","Queens","63-36 99th St","Rego Park","NY","11374","","Mrs. Claire Clarke-Browne","cbrowne@regoparkcounseling.com","3472657965","","Outpatient Services","Outpatient Clinic","7184592558","","Y","","","Mental Health","","","","","",""
"Rego Park Counseling LLC","51310","6336 99th St","Rego Park","Queens","NY","11374","","Rego Park Counseling LLC OP R","53947","Queens","63-36 99th St","Rego Park","NY","11374","","Mrs. Claire Clarke-Browne","cbrowne@regoparkcounseling.com","7184592558","","Outpatient Services","Outpatient Rehabilitation","","","Y","","","Mental Health","","","","","",""
"RevCore Recovery Ctr / Manhattan, LLC","49130","Broadway","New York","New York","NY","10013","4512","RevCore Recovery Ctr / Manhattan OP 1","52929","Queens","37-20 74th St","Jackson Heights","NY","11372","","Kirk Chisholm CASAC","clora@revcorerecovery.com","7184266222","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Jamaica","Queens","NY","11435","","Richmond Hill Veterans Program IR","52067","Queens","130-15 89th Rd","Richmond Hill","NY","11418","","Roger Walker CASAC","roger.walker@samaritanvillage.org","3475922721","2721","Residential Services","Intensive Residential","","","","","","","","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Jamaica","Queens","NY","11435","","Samaritan Daytop Village, Inc. OP","6595","Queens","144-10 Jamaica Ave","Jamaica","NY","11435","","Dr. Carolann Slattery EdD","luis.ventura@samaritanvillage.org","7182061990","","Outpatient Services","Outpatient Clinic","7182061990","","Y","","","Mental Health","","","338 Forbell Street","Brooklyn","11208","Kings"
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Jamaica","Queens","NY","11435","","Samaritan Daytop Village, Inc. OP R","53550","Queens","144-10 Jamaica Ave","Jamaica","NY","11435","","Mr. Luis Ventura LMSW","luis.ventura@samaritanvillage.org","7182061990","","Outpatient Services","Outpatient Rehabilitation","","","Y","","","Mental Health","","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Jamaica","Queens","NY","11435","","Samaritan Daytop Village, Inc. OTP","52532","Queens","130-20 89th Rd","Richmond Hill","NY","11418","","Ms. Erica Rosa","erica.rosa@samaritanvillage.org","7184418913","","Outpatient Services","Opioid Outpatient Treatment","","","","","","","","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Jamaica","Queens","NY","11435","","Samaritan Daytop Village, Inc. SRR 1","53515","Queens","130-20 89th Rd","Richmond Hill","NY","11418","","Hannah Horsford","hannah.horsford@samaritanvillage.org","7184418913","","Residential Services","820 Stabil Rehab Reintegration","","","","","","","","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Jamaica","Queens","NY","11435","","Samaritan Daytop Village, Inc. SRR 2","53586","Queens","88-83 Van Wyck Expy","Jamaica","NY","11435","4144","Tawana Spriggs LMSW","tawana.spriggs@samaritanvillage.org","7186578010","","Residential Services","820 Stabil Rehab Reintegration","","","","","","","","","","","",""
"South Richmond Hill Recovery, LLC","49820","88-08 Liberty Avenue","Ozone Park","Queens","NY","11417","","South Richmond Hill Recovery, LLC OP","53167","Queens","88-08 Liberty Ave","Ozone Park","NY","11417","1329","Mr. John J Saith","jsaith@srhrny.com","9294993420","","Outpatient Services","Outpatient Clinic","9294993420","","Y","","","","","","","","",""
"St. Joseph's Hospital, Yonkers","81050","127 S Broadway","Yonkers","Westchester","NY","10701","4006","Queens Opioid Treatment Clinic OTP","52569","Queens","175-20 Hillside Ave","Jamaica","NY","11432","5773","Ms. Michele Poole CASAC","mpoole@svwsjmc.org","7185587240","","Outpatient Services","Opioid Outpatient Treatment","7185587230","","","","","","","","","","",""
"The PAC Program of Queens","44510","40-06 Warren Street","Elmhurst","Queens","NY","11373","","The PAC Program COP","53967","Queens","40-6 Warren St","Elmhurst","NY","11373","","Mr. Daniel Cruz CASAC","dcruz@thepacprogram.com","3478486164","","Outpatient Services","Comprehensive Outpatient Clinic","","","Y","","","","","","","","",""
"Amethyst House Inc.","31330","220 Heberton AVe","Staten Island","Richmond","NY","10302","","Amethyst House, Inc. RRi","53672","Richmond","220 Heberton Ave","Staten Island","NY","10302","1415","June Alberghina","jalberghina@amethysthouse.net","7184481900","","Residential Services","820 Residential Reintegration","7184481900","","","","","","","","","","",""
"Bridge Back to Life Center, Inc.","2050","1065 Stewart Ave Suite 101","Bethpage","Nassau","NY","11714","3637","Bridge Back to Life Ctr Inc. OP","6094","Richmond","1688 Victory Blvd","Staten Island","NY","10314","3547","Ms. Kalliope Angelos-Caceres","kalli@bridgebacktolife.com","3476455658","","Outpatient Services","Outpatient Clinic","3476455658","","Y","","","","","","","","",""
"Camelot of Staten Island, Inc.","12030","4442 Arthur Kill Rd","Staten Island","Richmond","NY","10309","1321","Camelot of Staten Island, Inc. OP","1687","Richmond","1268 Forest Ave","Staten Island","NY","10302","","Ms. Christina A Perez CASAC","cperez@camelotcounseling.com","7189818117","","Outpatient Services","Outpatient Clinic","7189818117","","Y","","","","","","","","",""
"Camelot of Staten Island, Inc.","12030","4442 Arthur Kill Rd","Staten Island","Richmond","NY","10309","1321","Camelot of Staten Island, Inc. SRR","53213","Richmond","460H Brielle Ave","Staten Island","NY","10314","","Ms. Allison Ameneiros CASAC","aameneiros@camelotcounseling.com","7188166589","","Residential Services","820 Stabil Rehab Reintegration","","","Y","","","","","","","","",""
"Camelot of Staten Island, Inc.","12030","4442 Arthur Kill Rd","Staten Island","Richmond","NY","10309","1321","Camelot of Staten Island, Inc. SRR","53541","Richmond","273 Heberton Ave","Staten Island","NY","10302","","Troy Schaffer CASAC","tschaffer@camelotcounseling.com","7189818117","","Residential Services","820 Stabil Rehab Reintegration","","","Y","","","","","","","","",""
"Christopher's Reason","46430","4521 Arthur Kill Rd","Staten Island","New York","NY","10309","","Christopher's Reason OP","53241","Richmond","4521 Arthur Kill Rd","Staten Island","NY","10309","","ann Marie Perrotto","aperrotto@resourcetraining.org","7186051989","10","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Grand Union Holistic Solutions, LLC","51950","1150 South Ave","Staten Island","Richmond","NY","10314","","Grand Union Holistic Solutions OP","53706","Richmond","1150 South Ave","Staten Island","NY","10314","","Katalin Kozlik","katalin.kozlik@guhsolutions.com","9294870003","210","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Project Hospitality, Inc.","19900","100 Park Ave","Staten Island","Richmond","NY","10302","1440","PREP SRh","53232","Richmond","75 Vanderbilt Ave","Staten Island","NY","10304","","Mr. Gary Siegel LCSW","gsiegel@projecthospitality.org","7183546585","","Residential Services","820 Stabil and Rehab","","","","","","","","","","","",""
"Project Hospitality, Inc.","19900","100 Park Ave","Staten Island","Richmond","NY","10302","1440","Project Hospitality, Inc. OP","51157","Richmond","14 Slosson Ter","Staten Island","NY","10301","","Ms. Laura Novacek LCSW","lnovacek@projecthospitality.org","3477333943","","Outpatient Services","Outpatient Clinic","3477333943","","Y","","","","","","350 St. Mark's Place","Staten Island","10301","Richmond"
"Richmond University Medical Center","45720","355 Bard Avenue","Staten Island","Richmond","NY","10310","","Richmond University Medical Center OP1","52125","Richmond","1130 South Ave","Staten Island","NY","10314","3410","Mrs. Randi Davis LCSW","rdavis@rumcsi.org","7188186970","","Outpatient Services","Outpatient Clinic","7188186970","","Y","","Y","","","","","","",""
"Richmond University Medical Center","45720","355 Bard Avenue","Staten Island","Richmond","NY","10310","","Richmond University Medical Center OP2","53050","Richmond","1130 South Ave","Staten Island","NY","10314","3410","Mrs. Randi Davis LCSW","rdavis@rumcsi.org","7188185302","","Outpatient Services","Outpatient Clinic","7188186974","","Y","","Y","","","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Jamaica","Queens","NY","11435","","Samaritan Daytop Village, Inc. COP2","53933","Richmond","1915 Forest Ave","Staten Island","NY","10303","","Mrs. Lauren Batthany","lauren.batthany@samaritanvillage.org","7189813136","","Outpatient Services","Comprehensive Outpatient Clinic","","","Y","","","","","","","","",""
"Silver Lake Support Services, Inc.","41860","201 Forest Ave","Staten Island","Richmond","NY","10301","","Silver Lake Support Services, Inc. OP","51829","Richmond","201 Forest Ave","Staten Island","NY","10301","2763","Dana Davino","ddavino@silverlakebehavioralhealth.com","7188153155","","Outpatient Services","Outpatient Clinic","7188153155","","Y","","","","","","797 Brighton Avenue","Staten Island","10301","Richmond"
"South Beach Addiction Treatment Center","90012","777 Seaview Ave","Staten Island","Richmond","NY","10305","","South Beach ATC IP","50748","Richmond","777 Seaview Ave","Staten Island","NY","10305","","Mrs. Nadia Huntley-Smith LCSW","nadia.huntley-smith@oasas.ny.gov","3478840251","","Inpatient Treatment Services","Inpatient Rehabilitation","","","Y","","Y","","","","","","",""
"Staten Island University Hospital","85200","475 Seaview Ave","Staten Island","Richmond","NY","10305","3436","Staten Island University Hosp. OTP","304","Richmond","392 Seguine Ave","Staten Island","NY","10309","","Ms. Joanne Asparro","JASPARRO@northwell.edu","7182263815","","Outpatient Services","Opioid Outpatient Treatment","7182262808","3819","Y","","","","","","","","",""
"Staten Island University Hospital","85200","475 Seaview Ave","Staten Island","Richmond","NY","10305","3436","Staten Island University Hosp. OTP 1","944","Richmond","111 Water St","Staten Island","NY","10304","2709","Mr. Conrad Bernardo RN","cbernardo@northwell.edu","7182264990","7406","Outpatient Services","Opioid Outpatient Treatment","7182264990","7406","Y","","","","","","","","",""
"Staten Island University Hospital","85200","475 Seaview Ave","Staten Island","Richmond","NY","10305","3436","Staten Island University Hospital OP","51422","Richmond","450 Seaview Ave","Staten Island","NY","10305","","Mrs. Maria Manning LCSW","mmanning3@northwell.edu","7182262752","","Outpatient Services","Outpatient Clinic","7182262753","","Y","","","","","","","","",""
"Sun River Health","34370","1037 Main Street","Peekskill","Westchester","NY","10566","2913","Bay Street 822 Program OP","53300","Richmond","56 Bay St","Staten Island","NY","10301","2563","Mrs. Joanne Vaccaro CSW-R","jvaccaro@sunriver.org","7188081468","1468","Outpatient Services","Outpatient Clinic","7188081468","1468","Y","","","","","","","","",""
"YMCA of Greater New York","20860","5 W 63rd St","New York","New York","NY","10023","","Staten Island YMCA Cnsling Service OP","7209","Richmond","3911 Richmond Ave","Staten Island","NY","10312","","Mrs. JoAnne McKernan","jmckernan@ymcanyc.org","7189483232","","Outpatient Services","Outpatient Clinic","7189483232","","Y","","","","","","285 Vanderbilt Avenue","Staten Island","10304","Richmond"
